開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
東京,2R,13,ヴァズレーヌ,86.0,2位,92.0,3位,92.0,3位
東京,9R,8,ルグランヴァン,99.0,2位,108.0,1位,108.0,1位
東京,9R,15,ヴァンドーム,102.0,1位,106.0,3位,106.0,3位
東京,11R,5,キングズパレス,107.0,1位,113.0,1位,105.0,3位
東京,11R,10,セレシオン,101.0,2位,110.0,2位,107.0,1位
京都,2R,5,アーサーバローズ,61.0,1位,66.0,1位,66.0,1位
京都,3R,12,キープシャイニング,61.0,1位,69.0,2位,64.0,1位
京都,4R,8,ヴィエントデコラ,65.0,1位,72.0,1位,72.0,1位
京都,12R,8,ムーンライトラガー,84.0,3位,93.0,3位,91.0,2位
小倉,3R,7,ホウオウバローロ,84.0,1位,98.0,1位,89.0,2位
小倉,5R,1,アナザーエース,1000.0,1位,1000.0,1位,1000.0,1位
小倉,9R,4,アネモス,85.0,1位,95.0,2位,95.0,2位
小倉,11R,2,ポエットリー,93.0,1位,102.0,3位,102.0,2位
