開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
東京,4R,3,プラチナトレジャー,1000.0,3位,1000.0,1位,1000.0,1位
東京,7R,8,アサクサヴィーナス,89.0,1位,89.0,3位,96.0,2位
東京,9R,7,サクセスカラー,92.0,1位,99.0,2位,99.0,2位
東京,11R,2,エルトンバローズ,105.0,2位,107.0,3位,107.0,2位
東京,11R,9,レーベンスティール,103.0,3位,109.0,1位,109.0,1位
東京,12R,15,トーホウキザン,90.0,2位,96.0,2位,96.0,2位
京都,6R,11,マテンロウブレイブ,89.0,1位,97.0,1位,97.0,1位
京都,6R,13,チムニートップス,89.0,2位,91.0,2位,91.0,2位
京都,7R,9,デルシエロ,87.0,1位,93.0,2位,101.0,1位
京都,8R,13,ワーズワース,98.0,1位,103.0,3位,103.0,2位
京都,10R,4,スターターン,104.0,1位,110.0,3位,107.0,3位
京都,12R,13,ジュンヴァンケット,95.0,1位,101.0,1位,94.0,3位
