開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
新潟,4R,8,セイウンヤオヨロズ,67.0,2位,64.0,3位,64.0,2位
新潟,4R,10,スノーランス,63.0,3位,73.0,1位,71.0,1位
新潟,6R,2,クライスレリアーナ,97.0,1位,101.0,2位,93.0,2位
新潟,10R,9,スタニングヴュー,77.0,2位,90.0,3位,77.0,3位
新潟,12R,3,マイネルリーヒム,69.0,1位,81.0,1位,60.0,1位
中京,5R,3,レイクラシック,83.0,1位,88.0,2位,88.0,2位
中京,5R,5,ゼンノインヴォーク,80.0,3位,93.0,1位,89.0,1位
中京,9R,1,トーアマリシテン,1000.0,1位,1000.0,1位,1000.0,1位
中京,9R,3,クラウンセト,1000.0,3位,1000.0,2位,1000.0,3位
中京,11R,9,オーバースタンド,85.0,3位,98.0,2位,98.0,1位
札幌,3R,4,シンエンドーツダ,80.0,1位,85.0,1位,80.0,1位
札幌,4R,1,サンウリエル,84.0,3位,91.0,1位,91.0,1位
札幌,6R,11,ゴコウコイコイ,76.0,2位,91.0,1位,84.0,1位
札幌,7R,7,テーオーナタリー,79.0,2位,90.0,1位,90.0,1位
札幌,9R,14,カルミアクラウン,81.0,3位,91.0,2位,91.0,1位
札幌,11R,11,ペリエール,103.0,2位,111.0,1位,111.0,1位
