開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
新潟,4R,9,ハンナパール,70.0,1位,80.0,1位,80.0,1位
新潟,4R,12,レイズレガシー,69.0,2位,69.0,3位,69.0,2位
新潟,8R,9,ジェイエルモーダル,80.0,1位,97.0,2位,86.0,2位
新潟,11R,2,コンフィアンサ,80.0,1位,75.0,2位,75.0,2位
新潟,11R,6,リュウセイコウテイ,66.0,2位,79.0,1位,79.0,1位
中京,2R,15,グッデイ,72.0,2位,83.0,3位,83.0,2位
中京,4R,14,モンシーク,87.0,1位,96.0,1位,94.0,1位
中京,8R,5,ピースヒロフェイス,84.0,1位,96.0,1位,88.0,2位
中京,10R,10,ザングウィル,83.0,2位,93.0,2位,93.0,2位
中京,10R,16,ララバッカナール,84.0,1位,98.0,1位,98.0,1位
中京,11R,5,メイショウビストロ,83.0,3位,93.0,3位,93.0,2位
中京,11R,10,フェルシナ,86.0,1位,96.0,1位,96.0,1位
中京,12R,5,ナムラロダン,72.0,1位,78.0,1位,73.0,2位
中京,12R,6,ザキノフレンズ,65.0,2位,76.0,2位,74.0,1位
中京,12R,7,チョウスター,63.0,3位,72.0,3位,72.0,3位
札幌,1R,6,フレンチブラッサム,74.0,1位,97.0,1位,74.0,3位
札幌,6R,7,エアヴァイブス,81.0,1位,86.0,1位,86.0,2位
札幌,8R,9,ロードアマルフィ,85.0,1位,88.0,1位,88.0,1位
札幌,8R,10,ミスティマウンテン,84.0,2位,88.0,2位,85.0,3位
札幌,11R,11,アイウィル,90.0,1位,99.0,2位,94.0,1位
札幌,11R,13,ロードブレイズ,89.0,3位,96.0,3位,93.0,3位
札幌,12R,2,テイクザクラウン,85.0,2位,103.0,1位,94.0,3位
札幌,12R,4,ペリプルス,82.0,3位,97.0,3位,96.0,2位
