開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,4R,9,ミナヅキ,77.0,1位,88.0,1位,88.0,2位
中山,6R,3,イナズマダイモン,83.0,1位,87.0,2位,87.0,2位
中山,7R,7,リッキースタイル,84.0,1位,90.0,3位,90.0,3位
中山,8R,9,サノノワンダー,89.0,1位,102.0,1位,93.0,2位
中山,11R,3,サノノグレーター,91.0,1位,101.0,1位,101.0,1位
阪神,1R,13,クリコバロー,57.0,2位,78.0,2位,78.0,2位
阪神,3R,10,モズプリフォール,65.0,1位,92.0,1位,92.0,1位
阪神,4R,1,スティルシャイニン,1000.0,1位,1000.0,1位,1000.0,1位
阪神,6R,4,モンサンゴールデン,80.0,1位,91.0,1位,85.0,1位
阪神,6R,11,ランスオブキング,75.0,3位,85.0,2位,85.0,2位
阪神,10R,3,ゼットエール,101.0,1位,110.0,1位,110.0,1位
阪神,10R,11,タカネノハナコサン,94.0,3位,110.0,2位,110.0,2位
阪神,12R,10,ヴァンアグレアブル,89.0,1位,99.0,1位,99.0,1位
福島,1R,6,チュラヴェール,60.0,1位,67.0,1位,67.0,1位
福島,1R,11,ジェム,53.0,3位,58.0,2位,58.0,2位
福島,2R,5,ブリスフルイヤー,42.0,1位,60.0,2位,60.0,2位
福島,5R,5,メーテルリンク,59.0,1位,65.0,3位,51.0,2位
福島,6R,13,スピンザブラッド,89.0,3位,97.0,2位,97.0,2位
福島,7R,6,ウインポセイドン,82.0,3位,95.0,2位,95.0,1位
福島,9R,1,セゾンデフィーユ,94.0,1位,102.0,1位,98.0,1位
福島,10R,7,ヴァイザーバルコ,91.0,2位,103.0,2位,103.0,1位
福島,10R,13,ドーバーブライト,92.0,1位,106.0,1位,99.0,3位
福島,12R,4,カツノテンス,71.0,3位,78.0,3位,78.0,3位
