開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,4R,3,アーティラリー,62.0,1位,65.0,2位,65.0,2位
中山,6R,4,ニシノケンタマン,87.0,1位,93.0,1位,93.0,1位
中山,8R,4,ツルマウカタチ,88.0,3位,99.0,2位,99.0,2位
中山,8R,8,クライスレリアーナ,96.0,1位,101.0,1位,101.0,1位
中山,9R,8,ソウルアンドジャズ,90.0,1位,110.0,1位,101.0,1位
中山,12R,6,フォンメイリー,77.0,2位,94.0,1位,87.0,3位
阪神,4R,2,オリンポスカズマ,1000.0,2位,1000.0,1位,1000.0,1位
阪神,7R,1,グローブアマランス,83.0,3位,93.0,3位,93.0,3位
阪神,8R,11,ケイアイメキラ,87.0,2位,95.0,3位,91.0,3位
阪神,10R,5,テスティモーネ,92.0,2位,105.0,1位,95.0,2位
阪神,12R,9,ヤマニンバロネス,85.0,3位,96.0,2位,96.0,3位
中京,5R,2,ウールヴヘジン,72.0,1位,74.0,1位,70.0,2位
中京,7R,1,オリーブグリーン,78.0,3位,102.0,1位,102.0,1位
中京,7R,15,アークドール,82.0,2位,94.0,2位,93.0,2位
中京,8R,10,エリーナストーム,88.0,2位,96.0,3位,96.0,2位
中京,10R,1,テーオーグレーザー,77.0,1位,79.0,3位,83.0,2位
