開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
東京,6R,8,エドワードバローズ,89.0,1位,98.0,2位,98.0,2位
東京,7R,7,ティムール,86.0,2位,97.0,1位,97.0,1位
東京,7R,13,ノラリクラリ,87.0,1位,94.0,2位,94.0,2位
東京,8R,12,トクシースタローン,92.0,2位,100.0,1位,100.0,2位
東京,12R,6,ツルマウカタチ,89.0,1位,99.0,2位,95.0,3位
京都,4R,2,ウェイトゥザドーン,1000.0,2位,1000.0,1位,1000.0,1位
京都,7R,3,アレンテージョ,89.0,2位,97.0,3位,94.0,3位
京都,7R,5,マディソンガール,90.0,1位,99.0,2位,99.0,2位
京都,8R,7,ニホンピロトッティ,87.0,3位,102.0,2位,102.0,2位
京都,9R,4,ジーニアスバローズ,90.0,1位,96.0,3位,99.0,3位
京都,9R,6,バッケンレコード,88.0,2位,101.0,1位,101.0,1位
京都,9R,10,ブルーワール,88.0,3位,100.0,2位,100.0,2位
京都,12R,1,ジュンヴァンケット,96.0,1位,101.0,1位,100.0,1位
