開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,8R,14,シルフレイ,77.0,1位,83.0,2位,83.0,3位
中山,9R,9,レッセパッセ,89.0,3位,98.0,2位,95.0,2位
中山,10R,2,ドンレパルス,97.0,1位,106.0,1位,106.0,1位
中山,10R,8,ワンダラー,94.0,2位,103.0,2位,103.0,2位
中山,12R,4,ジェイエルモーダル,86.0,1位,97.0,1位,97.0,1位
中山,12R,12,コーリンカルベラ,86.0,2位,94.0,2位,94.0,2位
阪神,8R,3,アスクガンバーレ,84.0,1位,87.0,3位,87.0,3位
阪神,8R,9,メイショウクモイ,79.0,3位,95.0,1位,95.0,1位
阪神,9R,3,サンライズバブル,92.0,2位,98.0,2位,100.0,2位
阪神,10R,4,エポックヴィーナス,98.0,1位,106.0,1位,106.0,2位
阪神,10R,8,インヴォーグ,94.0,2位,106.0,2位,106.0,3位
阪神,12R,9,メイショウドライブ,84.0,1位,97.0,2位,97.0,1位
