開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
京都,8R,8,サザーランド,92.0,2位,100.0,2位,100.0,1位
京都,10R,9,タイセイフェリーク,92.0,2位,106.0,3位,106.0,3位
京都,11R,4,ムルソー,104.0,2位,116.0,1位,116.0,1位
福島,2R,7,アイドル,78.0,2位,83.0,2位,83.0,2位
福島,2R,14,シャーンゴッセ,80.0,1位,85.0,1位,85.0,1位
福島,3R,1,ボールドタワー,61.0,1位,75.0,1位,75.0,1位
福島,5R,2,マイネルヴァッサー,1000.0,2位,1000.0,1位,1000.0,2位
福島,6R,7,マテンロウブレイブ,85.0,1位,92.0,2位,92.0,2位
福島,9R,3,スナークピカソ,87.0,2位,97.0,2位,93.0,3位
福島,9R,10,キューティリップ,90.0,1位,101.0,1位,101.0,1位
福島,12R,4,ダガーリング,84.0,2位,100.0,1位,100.0,1位
