開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
東京,2R,18,レッドリアライズ,78.0,1位,88.0,3位,88.0,3位
東京,4R,2,スズカハービン,1000.0,2位,1000.0,1位,1000.0,2位
東京,4R,3,ゲインサポート,1000.0,3位,1000.0,2位,1000.0,3位
東京,7R,12,オーパパ,55.0,2位,79.0,3位,79.0,3位
東京,9R,6,シゲルカミカゼ,90.0,2位,98.0,2位,98.0,2位
東京,9R,7,インペリアルライン,93.0,1位,98.0,3位,98.0,3位
東京,10R,4,ヴァンドーム,103.0,1位,111.0,1位,111.0,1位
東京,10R,10,ルグランヴァン,97.0,2位,108.0,2位,108.0,2位
東京,10R,13,フルオール,97.0,3位,105.0,3位,105.0,3位
阪神,1R,1,ガルディエンヌ,67.0,1位,78.0,2位,87.0,1位
阪神,8R,6,アイニードユー,92.0,1位,105.0,1位,105.0,1位
阪神,10R,5,セールヴォラン,82.0,3位,98.0,2位,98.0,3位
阪神,12R,3,ブライトアゲイン,87.0,2位,97.0,1位,92.0,3位
阪神,12R,8,ヴァージル,90.0,1位,96.0,2位,98.0,1位
函館,7R,3,グランテレーズ,82.0,1位,90.0,3位,84.0,2位
函館,7R,6,カイショー,79.0,3位,91.0,2位,86.0,1位
函館,8R,7,キャンドルマス,77.0,1位,88.0,1位,85.0,1位
函館,9R,5,マイネルモメンタム,80.0,3位,98.0,2位,94.0,1位
函館,12R,7,ホウオウバローロ,81.0,1位,98.0,1位,98.0,1位
