開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,2R,10,クアッドフォルツァ,57.0,1位,60.0,3位,60.0,3位
中山,3R,5,ビップムーラン,63.0,3位,78.0,4位,78.0,4位
中山,3R,8,ライヴレッドアイ,79.0,1位,93.0,1位,93.0,1位
中山,3R,9,モーゲンセン,66.0,2位,81.0,2位,81.0,2位
中山,7R,3,グランアルト,72.0,3位,76.0,4位,80.0,2位
中山,7R,6,マイネルマスター,74.0,2位,92.0,1位,92.0,1位
中山,7R,8,コスモエルヴァル,75.0,1位,79.0,2位,79.0,3位
中山,8R,8,オウケンシルヴァー,77.0,4位,91.0,3位,101.0,1位
中山,8R,9,ジャクソン,76.0,5位,92.0,1位,92.0,2位
中山,9R,2,マサノユニコーン,88.0,1位,96.0,4位,96.0,3位
中山,9R,12,テセラリアン,85.0,3位,100.0,2位,100.0,1位
中山,9R,14,リリージェーン,82.0,5位,98.0,3位,98.0,2位
中山,10R,1,アマイ,88.0,4位,99.0,2位,96.0,5位
中山,10R,8,エストゥペンダ,96.0,2位,99.0,3位,99.0,4位
中山,12R,6,ミラクルキャッツ,84.0,5位,96.0,2位,96.0,2位
中山,12R,9,サツキノジョウ,86.0,4位,96.0,3位,96.0,3位
中山,12R,14,レイバックスピン,88.0,2位,96.0,4位,94.0,4位
阪神,2R,1,アーサーバローズ,62.0,1位,68.0,2位,65.0,3位
阪神,3R,12,アドフランマム,53.0,3位,62.0,4位,61.0,3位
阪神,3R,13,マクアケ,59.0,1位,73.0,1位,73.0,1位
阪神,6R,3,ワンダフルデイズ,67.0,3位,82.0,3位,64.0,4位
阪神,7R,5,テイクザクラウン,86.0,4位,98.0,4位,94.0,2位
阪神,7R,6,セイキュート,90.0,1位,104.0,1位,104.0,1位
阪神,7R,8,ピコラ,84.0,5位,89.0,5位,89.0,4位
阪神,7R,10,アットアブラスト,87.0,3位,99.0,2位,94.0,3位
阪神,8R,7,クレスコドルフィン,71.0,4位,82.0,5位,70.0,5位
阪神,8R,9,オーレアミスト,85.0,1位,90.0,1位,90.0,1位
阪神,9R,1,リカントロポ,89.0,2位,92.0,3位,87.0,5位
阪神,9R,4,テラメリタ,88.0,3位,101.0,1位,98.0,2位
阪神,9R,5,フェアリーライク,95.0,1位,101.0,2位,102.0,1位
阪神,10R,7,タガノバビロン,99.0,5位,111.0,4位,111.0,3位
阪神,10R,15,タイトニット,100.0,3位,113.0,2位,113.0,2位
阪神,11R,4,アクアヴァーナル,95.0,4位,98.0,5位,99.0,3位
阪神,12R,2,ダイシンリンク,86.0,3位,101.0,1位,101.0,1位
阪神,12R,8,ゲイルライダー,86.0,4位,94.0,3位,94.0,4位
阪神,12R,9,ウルスクローム,89.0,2位,92.0,5位,99.0,2位
阪神,12R,13,リメンバーヒム,90.0,1位,95.0,2位,95.0,3位
中京,3R,11,アデルフィー,61.0,2位,74.0,1位,74.0,1位
中京,5R,6,ビッグヒーロー,83.0,1位,87.0,1位,87.0,1位
中京,5R,8,シンデレラガール,64.0,2位,75.0,5位,75.0,2位
中京,6R,5,ホウオウペトリュス,89.0,2位,103.0,2位,84.0,4位
中京,7R,1,ヴァズレーヌ,84.0,2位,95.0,2位,91.0,1位
中京,8R,3,ビッグフラワー,88.0,2位,89.0,4位,101.0,1位
中京,8R,12,チムグクル,93.0,1位,100.0,1位,97.0,2位
中京,10R,3,ジョータルマエ,90.0,1位,99.0,2位,94.0,3位
中京,10R,16,レッドリベルタ,90.0,3位,103.0,1位,94.0,5位
中京,11R,2,レディマリオン,103.0,1位,110.0,3位,110.0,1位
中京,11R,15,ワイドラトゥール,101.0,3位,111.0,2位,104.0,3位
中京,11R,16,ドロップオブライト,102.0,2位,113.0,1位,103.0,4位
中京,12R,6,シルフズミスチーフ,83.0,1位,88.0,1位,88.0,1位
中京,12R,14,フルドド,77.0,3位,85.0,2位,87.0,3位
