開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
東京,2R,5,ウインビギニング,77.0,1位,70.0,1位,70.0,1位
東京,3R,2,オーキッドワン,56.0,3位,71.0,1位,71.0,1位
東京,4R,3,コスモアマデウス,69.0,1位,80.0,2位,80.0,2位
東京,5R,8,スミッコディスコ,78.0,2位,91.0,2位,91.0,2位
東京,5R,15,グロリアスマーチ,89.0,1位,95.0,1位,92.0,1位
東京,6R,7,リポサンテ,87.0,1位,99.0,1位,95.0,1位
東京,7R,2,リプレゼント,76.0,3位,91.0,1位,91.0,3位
東京,8R,6,ノラリクラリ,89.0,3位,103.0,1位,103.0,2位
東京,9R,13,オメガタキシード,96.0,2位,108.0,2位,108.0,2位
東京,11R,3,カンチェンジュンガ,103.0,2位,114.0,1位,114.0,1位
東京,12R,4,マスグラバイト,87.0,3位,103.0,1位,103.0,1位
京都,6R,4,アリストクラシア,75.0,3位,92.0,2位,92.0,1位
京都,8R,1,ハイクライテリア,82.0,2位,90.0,3位,90.0,2位
京都,8R,8,ニホンピロカラット,88.0,1位,98.0,1位,98.0,1位
京都,10R,11,セールヴォラン,82.0,3位,98.0,3位,93.0,3位
京都,12R,9,ペールノエル,86.0,3位,96.0,1位,96.0,2位
新潟,4R,2,パープルアドミラル,1000.0,2位,1000.0,1位,1000.0,1位
新潟,8R,1,ダノンブランニュー,88.0,1位,95.0,2位,88.0,2位
新潟,8R,12,オーバースタンド,84.0,3位,98.0,1位,83.0,3位
