開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,1R,9,フライスカイハイ,49.0,1位,65.0,2位,65.0,2位
中山,3R,14,カンフーヒーロー,48.0,1位,55.0,5位,55.0,5位
中山,6R,7,リヒトミューレ,79.0,1位,91.0,1位,83.0,3位
中山,6R,14,ガンダ,78.0,2位,86.0,3位,86.0,2位
中山,7R,5,ハッピーラッキー,80.0,2位,91.0,2位,91.0,2位
中山,8R,6,トモジャシーマ,80.0,3位,87.0,3位,87.0,2位
中山,8R,9,パシーヴ,82.0,2位,86.0,4位,86.0,3位
中山,9R,2,レイデラルース,94.0,2位,102.0,1位,102.0,1位
中山,9R,5,リギーロ,95.0,1位,89.0,4位,101.0,2位
中山,9R,7,イクリール,93.0,3位,100.0,2位,100.0,3位
中山,10R,10,オレデイイノカ,93.0,2位,102.0,3位,102.0,2位
中山,10R,14,タンゴバイラリン,92.0,4位,102.0,4位,99.0,4位
中山,11R,2,ルクスビッグスター,93.0,3位,101.0,5位,101.0,5位
中山,11R,4,ヤマニンアドホック,92.0,4位,103.0,3位,103.0,3位
中山,12R,2,シャンパンマーク,88.0,2位,95.0,5位,95.0,5位
中山,12R,10,ケイケイ,85.0,4位,98.0,4位,98.0,4位
中山,12R,12,プリムツァール,93.0,1位,102.0,1位,102.0,1位
阪神,3R,10,キャッチアシーフ,62.0,1位,69.0,2位,69.0,4位
阪神,4R,6,レイワノキセキ,75.0,1位,74.0,5位,79.0,5位
阪神,6R,2,ウインポセイドン,82.0,3位,95.0,1位,71.0,5位
阪神,6R,5,デルシエロ,84.0,2位,94.0,2位,93.0,1位
阪神,7R,8,ライノ,86.0,4位,97.0,2位,97.0,3位
阪神,8R,2,ジーティーマン,92.0,2位,95.0,2位,104.0,1位
阪神,8R,5,ツーエムクロノス,85.0,4位,93.0,3位,100.0,3位
阪神,8R,9,フェアリーライク,96.0,1位,102.0,1位,102.0,2位
阪神,9R,4,テーオーグレーザー,84.0,2位,98.0,2位,90.0,3位
阪神,9R,10,ハグレジョー,81.0,3位,101.0,1位,101.0,1位
阪神,10R,7,サクセスアイ,92.0,2位,106.0,1位,106.0,1位
阪神,10R,10,スーサンアッシャー,92.0,3位,106.0,2位,101.0,4位
阪神,10R,13,スカイハイ,99.0,1位,104.0,3位,102.0,2位
阪神,11R,9,ヨーホーレイク,101.0,5位,118.0,1位,118.0,1位
阪神,11R,10,ボルドグフーシュ,104.0,1位,115.0,3位,115.0,3位
阪神,12R,9,ダノンスウィッチ,93.0,3位,108.0,2位,108.0,2位
阪神,12R,13,リネアグローリア,94.0,2位,105.0,3位,105.0,3位
