開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,6R,8,ウリズンベー,76.0,3位,92.0,3位,92.0,3位
中山,7R,18,リアルセンター,84.0,3位,98.0,2位,93.0,2位
中山,8R,5,カンレイスター,79.0,2位,103.0,1位,103.0,1位
中山,8R,11,チェルシー,80.0,1位,98.0,3位,98.0,2位
中山,9R,3,コズミックダンサー,84.0,2位,103.0,2位,103.0,1位
中山,10R,8,タカスタカスタカス,90.0,1位,103.0,2位,103.0,1位
中山,11R,7,レガレイラ,102.0,2位,109.0,3位,109.0,2位
中山,11R,9,コスモキュランダ,103.0,1位,110.0,2位,111.0,1位
阪神,1R,1,アナザーエース,1000.0,1位,1000.0,1位,1000.0,1位
阪神,1R,2,オリンポスカズマ,1000.0,2位,1000.0,2位,1000.0,2位
阪神,7R,3,ルファーダ,81.0,2位,98.0,1位,98.0,1位
阪神,7R,8,モズプリヴェール,82.0,1位,91.0,2位,91.0,2位
阪神,8R,13,パスコード,87.0,1位,101.0,2位,94.0,2位
阪神,9R,1,エバーグルーヴ,89.0,2位,104.0,1位,98.0,2位
阪神,10R,3,ゼンエスポワール,94.0,1位,101.0,1位,101.0,1位
