開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,1R,2,アドミ,1070,1位,1070.0,1位,1070.0,1位
中山,2R,3,アイデアユー,1074,1位,1074.0,1位,1074.0,1位
中山,4R,1,クリムゾンリーフ,1065,2位,1069.0,2位,1069.0,2位
中山,4R,2,サンタピア,1052,3位,1048.0,3位,1048.0,3位
中山,4R,3,テイクオンミー,1073,1位,1073.0,1位,1073.0,1位
中山,6R,1,ニャンタロウ,1073,2位,1074.0,2位,1074.0,2位
中山,6R,3,ラフレードピエル,1066,3位,1076.0,1位,1076.0,1位
中山,7R,1,ホウオウゴールド,1074,2位,1079.0,3位,1079.0,2位
中山,7R,2,ハーモニーソング,1078,1位,1089.0,1位,1087.0,1位
中山,7R,3,ブリッツアロング,1053,3位,1084.0,2位,1067.0,3位
中山,8R,1,ミヤジテン,1078,2位,1090.0,1位,1090.0,1位
中山,8R,2,マタミカンサン,1079,1位,1085.0,2位,1078.0,2位
中山,8R,3,ピラニアキッス,1048,3位,1072.0,3位,1072.0,3位
中山,9R,1,マイネルフーガ,1085,2位,1093.0,1位,1089.0,2位
中山,9R,2,タイセイリコルド,1082,3位,1082.0,3位,1081.0,3位
中山,9R,3,ミーントゥビー,1092,1位,1093.0,2位,1098.0,1位
中山,10R,1,プルナチャンドラ,1094,1位,1097.0,2位,1097.0,2位
中山,10R,2,マンダリンボレロ,1091,2位,1097.0,3位,1097.0,3位
中山,10R,3,ライジンマル,1081,3位,1099.0,1位,1099.0,1位
中山,11R,1,マイネルニコラス,1083,3位,1099.0,3位,1098.0,1位
中山,11R,2,タイキラフター,1094,1位,1100.0,2位,1096.0,2位
中山,11R,3,ミカッテヨンデイイ,1094,2位,1101.0,1位,1094.0,3位
中山,12R,1,アセンブリールーム,1088,1位,1090.0,2位,1090.0,2位
中山,12R,2,プリムツァール,1087,2位,1094.0,1位,1091.0,1位
中山,12R,3,エコロライジン,1076,3位,1089.0,3位,1079.0,3位
京都,1R,2,メイショウアカリ,1063,1位,1063.0,1位,1063.0,1位
京都,2R,1,アドフランマム,1060,1位,1062.0,1位,1061.0,2位
京都,2R,3,ナムラオットー,1052,3位,1062.0,2位,1062.0,1位
京都,4R,1,カンカール,1071,2位,1080.0,2位,1080.0,1位
京都,4R,3,イーブンベター,1082,1位,1089.0,1位,1076.0,2位
京都,7R,2,ユキノクラウン,1080,1位,1084.0,1位,1084.0,1位
京都,8R,1,セールヴォラン,1083,3位,1093.0,1位,1093.0,2位
京都,9R,1,タガノアルトゥーラ,1066,2位,1079.0,1位,1079.0,1位
京都,10R,3,ヒロノラメール,1094,1位,1091.0,1位,1097.0,1位
京都,11R,1,クランフォード,1097,1位,1102.0,1位,1106.0,2位
京都,11R,2,スズハローム,1095,2位,1101.0,3位,1103.0,3位
京都,11R,3,バレエマスター,1095,3位,1102.0,2位,1109.0,1位
京都,12R,2,スカプラリオ,1085,2位,1092.0,3位,1092.0,1位
京都,12R,3,ジッピーレーサー,1083,3位,1095.0,2位,1089.0,2位
小倉,5R,1,スマラグドス,1000,1位,1000.0,1位,1000.0,1位
小倉,7R,3,ニホンピロゴルディ,1083,1位,1085.0,1位,1076.0,1位
小倉,8R,2,イエローブリック,1066,3位,1087.0,2位,1068.0,1位
小倉,9R,1,ジュジュドール,1058,2位,1066.0,2位,1051.0,1位
小倉,10R,1,パープルクラウド,1078,3位,1100.0,1位,1100.0,1位
小倉,10R,2,カエルム,1086,1位,1094.0,2位,1089.0,3位
小倉,10R,3,ウインマイルート,1083,2位,1093.0,3位,1093.0,2位
小倉,11R,1,テレサ,1093,1位,1084.0,2位,1093.0,1位
