開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,5R,3,ベアサナエチャン,66.0,2位,78.0,2位,78.0,2位
中山,9R,1,グランツアーテム,95.0,2位,102.0,3位,102.0,2位
中山,9R,11,リバートゥルー,97.0,1位,105.0,1位,105.0,1位
京都,2R,11,ナウオアネヴァー,54.0,1位,67.0,2位,67.0,1位
京都,7R,9,アンジュアルディ,77.0,1位,92.0,1位,92.0,1位
京都,8R,1,ロードヴァルカン,80.0,3位,93.0,2位,93.0,1位
京都,8R,11,イマージョン,86.0,1位,94.0,1位,85.0,2位
京都,9R,1,クリノフィガロ,93.0,1位,98.0,3位,98.0,1位
京都,10R,2,タガノデュード,97.0,1位,101.0,3位,108.0,1位
京都,11R,1,ランスオブカオス,106.0,1位,109.0,2位,111.0,1位
京都,12R,6,メイショウカイト,87.0,3位,98.0,2位,96.0,2位
