開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,2R,9,パラダイスフェイス,67.0,1位,78.0,1位,78.0,1位
中山,4R,2,クリュメノス,56.0,1位,58.0,2位,58.0,2位
中山,5R,10,ゼータレティクル,69.0,1位,88.0,1位,88.0,1位
中山,6R,2,ユメシルベ,75.0,2位,85.0,3位,85.0,3位
中山,7R,13,マリンバンカー,86.0,1位,96.0,1位,96.0,1位
中山,8R,6,シルバーレイン,86.0,3位,97.0,1位,97.0,1位
中山,10R,2,ドンレパルス,100.0,1位,106.0,2位,106.0,1位
阪神,1R,7,ジュディーイメル,57.0,1位,73.0,2位,73.0,1位
阪神,2R,12,ナウオアネヴァー,56.0,1位,67.0,1位,63.0,1位
阪神,6R,1,サイモンシュバリエ,84.0,1位,93.0,2位,88.0,1位
阪神,7R,12,タイセイディアマン,81.0,2位,91.0,1位,91.0,2位
阪神,8R,10,レイバックスピン,87.0,3位,96.0,3位,85.0,3位
阪神,11R,1,クールミラボー,105.0,2位,112.0,2位,112.0,2位
小倉,2R,15,ウインドトリック,72.0,2位,84.0,3位,83.0,3位
小倉,3R,6,キャリーグレイス,77.0,2位,96.0,1位,96.0,1位
小倉,4R,1,ゴーツウキリシマ,1000.0,1位,1000.0,1位,1000.0,1位
小倉,4R,3,ヴェールランス,1000.0,3位,1000.0,2位,1000.0,2位
小倉,5R,3,クラップサンダー,1000.0,3位,1000.0,1位,1000.0,1位
小倉,9R,3,ニホンピロゴルディ,88.0,3位,99.0,2位,99.0,1位
小倉,11R,2,プリズマジコ,90.0,1位,96.0,3位,95.0,3位
小倉,11R,5,ファミリーツリー,89.0,2位,98.0,2位,98.0,1位
