開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
福島,2R,3,ベルトラッキ,78.0,1位,69.0,1位,69.0,2位
福島,4R,3,ロジスカヤ,67.0,1位,71.0,3位,71.0,3位
福島,7R,6,アールグレイ,75.0,1位,86.0,2位,63.0,3位
福島,9R,5,ムーンストラック,85.0,2位,95.0,3位,95.0,1位
福島,10R,5,ダディーズトリップ,87.0,2位,93.0,3位,93.0,2位
小倉,1R,1,キムタックフェイス,1000.0,1位,1000.0,1位,1000.0,1位
小倉,1R,2,ゴーツウキリシマ,1000.0,2位,1000.0,2位,1000.0,2位
小倉,1R,3,アドアプローズ,1000.0,3位,1000.0,3位,1000.0,3位
小倉,4R,16,エンジェルグラース,58.0,1位,65.0,1位,65.0,1位
小倉,8R,6,プルミエールパス,77.0,2位,88.0,1位,88.0,1位
小倉,9R,5,ケイアイクビラ,87.0,1位,89.0,2位,87.0,2位
小倉,10R,4,ザウリ,89.0,1位,101.0,2位,101.0,2位
小倉,12R,1,ムーンリットアイル,81.0,3位,91.0,2位,91.0,1位
函館,2R,12,メイショウローゼ,85.0,1位,90.0,1位,86.0,3位
函館,3R,4,ペガサスウィンド,66.0,2位,84.0,1位,84.0,1位
函館,3R,9,ギンケイ,69.0,1位,73.0,3位,73.0,2位
函館,6R,2,ブレイズランナー,67.0,2位,73.0,1位,73.0,1位
函館,7R,3,デルマリシリ,86.0,1位,94.0,2位,83.0,3位
函館,7R,10,ストレイトアスク,79.0,3位,99.0,1位,90.0,2位
函館,8R,6,バズアップビート,81.0,2位,68.0,3位,68.0,3位
函館,8R,7,ペリプルス,84.0,1位,97.0,1位,95.0,1位
函館,9R,6,ウインベラーノ,86.0,2位,97.0,2位,97.0,1位
函館,10R,5,ライフゲート,88.0,3位,98.0,2位,98.0,2位
函館,10R,14,ディアウス,90.0,1位,103.0,1位,99.0,1位
函館,12R,1,ブレイジングスター,79.0,1位,85.0,3位,83.0,3位
