開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
東京,1R,3,ニシノカルラ,1064,2位,1068.0,1位,1066.0,1位
東京,2R,2,エクスプレスナイト,1049,2位,1050.0,1位,1050.0,1位
東京,3R,1,ファーザーアウェイ,1072,2位,1072.0,2位,1072.0,2位
東京,3R,2,ユイアンゴロー,1046,3位,1046.0,3位,1046.0,3位
東京,3R,3,マイネルディザイア,1076,1位,1076.0,1位,1076.0,1位
東京,6R,1,ニシノジーク,1070,3位,1074.0,3位,1090.0,1位
東京,6R,2,マーゴットレーヴ,1076,1位,1088.0,1位,1088.0,2位
東京,6R,3,サイモンカーチス,1073,2位,1078.0,2位,1078.0,3位
東京,7R,1,ディースプレマシー,1077,1位,1064.0,2位,1064.0,3位
東京,7R,2,エースアビリティ,1074,2位,1083.0,1位,1083.0,1位
東京,9R,2,アンパドゥ,1090,2位,1092.0,3位,1092.0,1位
東京,9R,3,ワンモアスマイル,1089,3位,1100.0,1位,1080.0,2位
東京,10R,1,キュムロンニンバス,1088,3位,1100.0,1位,1101.0,2位
東京,10R,2,ガンウルフ,1095,1位,1096.0,2位,1106.0,1位
東京,11R,1,コスモキュランダ,1104,2位,1116.0,2位,1098.0,2位
東京,11R,2,アーバンシック,1103,3位,1108.0,3位,1096.0,3位
東京,11R,3,ジャスティンパレス,1105,1位,1120.0,1位,1120.0,1位
東京,12R,1,サイモンソーラン,1087,1位,1099.0,1位,1099.0,1位
京都,2R,1,インフィオラータ,1061,2位,1061.0,2位,1061.0,2位
京都,2R,3,ワンダフルボンド,1071,1位,1071.0,1位,1071.0,1位
京都,4R,1,オステリア,1000,1位,1000.0,1位,1000.0,1位
京都,4R,2,シーク,1000,2位,1000.0,2位,1000.0,2位
京都,6R,1,シドニーホバート,1075,1位,1082.0,1位,1055.0,2位
京都,7R,2,レーヌマロン,1082,2位,1089.0,1位,1089.0,2位
京都,8R,1,クリノオリーブ,1088,1位,1098.0,1位,1097.0,1位
京都,8R,2,ズバットマサムネ,1078,2位,1096.0,2位,1096.0,2位
京都,9R,3,カムアップローゼス,1074,2位,1075.0,1位,1075.0,1位
京都,11R,1,シングザットソング,1097,3位,1104.0,2位,1104.0,1位
京都,12R,2,カリーシ,1087,2位,1099.0,1位,1094.0,1位
