開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,1R,2,ガクエンテンゴク,1061,1位,1061.0,1位,1061.0,1位
中山,2R,2,ニケフェリーチェ,1042,1位,1031.0,1位,1050.0,1位
中山,3R,1,ハッピーカーン,1051,2位,1054.0,1位,1054.0,1位
中山,3R,2,ゴットタレント,1065,1位,1053.0,2位,1053.0,2位
中山,4R,1,エコロシード,1085,1位,1082.0,2位,1082.0,1位
中山,4R,2,レッドスティンガー,1063,3位,1063.0,3位,1063.0,3位
中山,4R,3,レディサン,1074,2位,1084.0,1位,1078.0,2位
中山,7R,2,ジャクソン,1079,1位,1092.0,1位,1092.0,1位
中山,8R,2,デイジー,1080,1位,1088.0,1位,1086.0,1位
中山,9R,1,ホウオウシンデレラ,1077,3位,1094.0,2位,1079.0,3位
中山,9R,2,ビターグラッセ,1089,1位,1098.0,1位,1096.0,1位
中山,9R,3,ジャルディニエ,1083,2位,1090.0,3位,1086.0,2位
中山,10R,1,ラインオブソウル,1098,1位,1111.0,1位,1108.0,1位
中山,10R,2,サンマルパトロール,1094,2位,1099.0,2位,1094.0,2位
中山,11R,3,トワニ,1076,2位,1079.0,2位,1079.0,2位
中山,12R,1,ドントゥザムーン,1091,1位,1096.0,2位,1096.0,2位
中山,12R,2,アスタールフナ,1084,2位,1106.0,1位,1097.0,1位
中山,12R,3,サンディブロンド,1080,3位,1084.0,3位,1080.0,3位
京都,1R,3,キタノシャカール,1071,1位,1073.0,1位,1073.0,1位
京都,3R,2,ペプチドレオン,1066,3位,1066.0,3位,1066.0,1位
京都,4R,1,フジフォンテ,1000,1位,1000.0,1位,1000.0,1位
京都,4R,3,バラジ,1000,3位,1000.0,2位,1000.0,2位
京都,5R,3,パータリプトラ,1072,2位,1075.0,2位,1071.0,1位
京都,6R,1,レーンアジリティ,868,3位,1078.0,3位,1086.0,2位
京都,6R,2,ポルトドール,1078,2位,1094.0,1位,1094.0,1位
京都,7R,1,シェーラ,1085,1位,1088.0,2位,1080.0,3位
京都,7R,2,ハギノピアチェーレ,1085,2位,1094.0,1位,1081.0,2位
京都,7R,3,ヴィーナスバブル,1083,3位,1068.0,3位,1090.0,1位
京都,8R,2,タイガースパーク,1091,2位,1100.0,1位,1100.0,1位
京都,8R,3,シンエン,1075,3位,1088.0,2位,1087.0,2位
京都,9R,1,エリカヴェネチア,1083,2位,1081.0,1位,1085.0,2位
京都,10R,1,ラーンザロープス,1091,2位,1097.0,2位,1097.0,2位
京都,10R,3,ミニトランザット,1097,1位,1106.0,1位,1094.0,3位
京都,11R,1,シュタールヴィント,1099,1位,1091.0,2位,1110.0,1位
京都,11R,2,マイネルレノン,1088,2位,1105.0,1位,1099.0,2位
京都,11R,3,イフェイオン,1087,3位,1060.0,3位,1090.0,3位
