開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
中山,1R,2,コウソクユノ,1057,2位,1057.0,2位,1057.0,2位
中山,1R,3,ジャメビュ,1067,1位,1069.0,1位,1069.0,1位
中山,2R,2,ベルウッドピース,1068,1位,1078.0,1位,1078.0,1位
中山,3R,3,サノノキャニオン,1065,1位,1065.0,1位,1065.0,1位
中山,6R,1,ロードスカイブルー,1080,1位,1078.0,3位,1078.0,3位
中山,6R,2,ガラスノブルース,1075,2位,1080.0,2位,1089.0,1位
中山,6R,3,タリスマン,1073,3位,1090.0,1位,1087.0,2位
中山,8R,1,パイシャオピン,1089,1位,1088.0,2位,1088.0,1位
中山,8R,2,エーデル,1086,2位,1094.0,1位,1057.0,2位
中山,9R,1,ラフレードピエル,1064,3位,1070.0,3位,1070.0,3位
中山,9R,2,ファイアマン,1071,1位,1075.0,2位,1075.0,2位
中山,9R,3,ダンツシタン,1071,2位,1082.0,1位,1082.0,1位
中山,12R,1,シルフレイ,1081,2位,1083.0,3位,1083.0,2位
中山,12R,2,キボウノホシ,1071,3位,1096.0,1位,1096.0,1位
中山,12R,3,ペッパーミル,1083,1位,1091.0,2位,1083.0,3位
京都,1R,3,ジーティービキニ,1074,1位,1077.0,1位,1077.0,1位
京都,4R,1,ジャスティンダラス,1082,2位,1086.0,1位,1086.0,1位
京都,4R,2,ソルチェリア,1078,3位,1081.0,3位,1075.0,3位
京都,4R,3,シルバーレシオ,1083,1位,1085.0,2位,1085.0,2位
京都,5R,2,ロサドラーダ,1079,1位,1078.0,2位,1078.0,1位
京都,7R,2,ミルミナーヴァ,1082,2位,1100.0,1位,1100.0,1位
京都,8R,1,インディゴブラック,1000,1位,1000.0,1位,1000.0,1位
京都,8R,2,レッドバロッサ,1000,2位,1000.0,2位,1000.0,2位
京都,8R,3,ヴィンテージボンド,1000,3位,1000.0,3位,1000.0,3位
京都,9R,1,ハリウッドパーク,1084,1位,1088.0,2位,1088.0,2位
京都,9R,2,サイモンコーラル,1081,2位,1090.0,1位,1090.0,1位
京都,10R,1,ピースフルナイト,1091,1位,1096.0,2位,1091.0,1位
京都,10R,2,セレッソデアモール,1083,2位,1095.0,3位,1076.0,3位
京都,10R,3,モズトキキ,1083,3位,1102.0,1位,1089.0,2位
京都,11R,1,ニシキギミッチー,1099,2位,1110.0,1位,1110.0,1位
京都,11R,2,モズミギカタアガリ,1100,1位,1108.0,3位,1102.0,3位
京都,11R,3,ライツフォル,1096,3位,1110.0,2位,1104.0,2位
京都,12R,1,デアリングエア,1081,1位,1089.0,1位,1067.0,3位
京都,12R,2,メイショウタマユラ,1079,3位,1079.0,3位,1076.0,2位
京都,12R,3,スピリットライズ,1080,2位,1087.0,2位,1081.0,1位
