開催場,レース番号,馬番,馬名,近走平均指数,近走平均順位,当該距離指数,当該距離順位,当該コース指数,当該コース順位
東京,1R,6,ライカ,67.0,1位,71.0,2位,72.0,1位
東京,1R,9,コウユーニポポニコ,55.0,3位,72.0,1位,72.0,2位
東京,2R,6,クリスタルドレス,73.0,2位,92.0,1位,92.0,1位
東京,3R,4,ワディアルリヤハ,78.0,1位,88.0,1位,84.0,2位
東京,6R,11,ラフレードピエル,70.0,1位,78.0,1位,78.0,1位
東京,7R,10,グロリアスマーチ,86.0,2位,95.0,1位,92.0,2位
東京,8R,10,コーシューパンジャ,81.0,2位,93.0,1位,93.0,1位
東京,10R,1,クライスレリアーナ,98.0,1位,102.0,2位,101.0,1位
東京,11R,13,ハビレ,101.0,3位,112.0,2位,112.0,2位
東京,12R,12,シゲルカミカゼ,90.0,1位,98.0,2位,98.0,2位
京都,3R,7,アラビアンジョイ,77.0,2位,91.0,3位,91.0,3位
京都,4R,1,ヴィラジョヴィス,74.0,2位,86.0,2位,86.0,2位
京都,4R,13,シートゥサミット,74.0,3位,93.0,1位,93.0,1位
京都,6R,4,ロードシュヴァリエ,82.0,1位,91.0,1位,91.0,1位
京都,7R,14,ムーンライトラガー,85.0,2位,95.0,2位,95.0,1位
京都,8R,2,サンタンカ,89.0,3位,99.0,3位,99.0,1位
京都,9R,2,ケンタッキーホーム,79.0,3位,91.0,3位,91.0,2位
京都,12R,5,ウルスクローム,85.0,2位,103.0,3位,103.0,2位
